fhdi_food_id,food_name,scientific_name,common_name,description,group,subgroup,drug_homologous_food
f00203,spinish,spinacia oleracea,not specified,spinach spinacia oleracea is an edible flowering plant in the family of amaranthaceae it is native to central and southwestern asia it is an annual plant which grows to a height of up to 30 cm spinach may survive over winter in temperate regions the leaves are alternate simple ovate to triangularbased very variable in size from about 230 cm long and 115 cm broad with larger leaves at the base of the plant and small leaves higher on the flowering stem the flowers are inconspicuous yellowgreen 34 mm diameter maturing into a small hard dry lumpy fruit cluster 510 mm across containing several seeds common spinach spinacia oleracea was long considered to be in the chenopodiaceae family but in 2003 the chenopodiaceae family was combined with the amaranthaceae family under the family name amaranthaceae in the order caryophyllales within the amaranthaceae family amaranthoideae and chenopodioideae are now subfamilies for the amaranths and the chenopods respectively,vegetables,leaf vegetables,not specified
f00204,chinese mustard,brassica juncea,mustard green,brassica juncea also known as mustard greens indian mustard chinese mustard and leaf mustard is a species of mustard plant subvarieties include southern giant curled mustard which resembles a headless cabbage such as kale but with a distinct horseradishmustard flavor it is also known as green mustard cabbage,vegetables,cabbages,not specified
f00205,soybean oil,glycine max,not specified,soybean oil is a vegetable oil extracted from the seeds of the soybean glycine max it is one of the most widely consumed cooking oils as a drying oil processed soybean oil is also used as a base for printing inks soy ink and oil paints,spices,oilseed crops,not specified
f00206,sorghum,sorghum bicolor,not specified,sorghum is a genus of numerous species of grasses one of which is raised for grain and many of which are used as fodder plants either cultivated or as part of pasture the plants are cultivated in warmer climates worldwide species are native to tropical and subtropical regions of all continents in addition to the southwest pacific and australasia sorghum is in the subfamily panicoideae and the tribe of andropogoneae,cereals and cereal products,cereals,not specified
f00207,chinese bayberry,myrica rubra,japanese bayberry,myrica rubra also called yangmei yamamomo chinese bayberry japanese bayberry red bayberry yumberry waxberry or chinese strawberry tree and often mistranslated from chinese as arbutus is a subtropical tree grown for its sweet crimson to dark purplered edible fruit,fruits,berries,not specified
f00208,chinese chives,allium tuberosum,garlic chives,chinese chives commonly known as garlic chives chinese chives oriental garlic chinese leek the plant has a distinctive growth habit with strapshaped leaves unlike either onion or garlic and straight thin whiteflowering stalks that are much taller than the leaves the flavor is more like garlic than chives it grows in slowly expanding perennial clumps but also readily sprouts from seed in warmer areas garlic chives may remain green all year round in cold climates aerial parts of garlic chives will die back completely to the ground and the rootsrhizomes will overwinter and then resprout in spring time,vegetables,onionfamily vegetables,the roots stems and leaves of leeks are all edible and ancient times believed to be the most beautiful vegetable food
f00209,common mushroom,agaricus bisporus,not specified,agaricus bisporusknown variously when white as common mushroom button mushroom white mushroom cultivated mushroom table mushroom champignon mushroom crimini mushroom when brown as swiss brown mushroom roman brown mushroom italian brown italian mushroom brown cap mushrooms chestnut mushroom and when mature as portobello mushroomis an edible basidiomycete mushroom native to grasslands in europe and north america agaricus bisporus is cultivated in more than 70 countries and is one of the most commonly and widely consumed mushrooms in the world,vegetables,mushrooms,not specified
f00210,lemon,citrus limon,citrus  limon,the lemon is a small evergreen tree native to asia and the trees ellipsoidal yellow fruit the fruit is used for culinary and nonculinary purposes throughout the world primarily for its juice though the pulp and rind are also used in cooking and baking the juice of the lemon is about 5 to 6 citric acid which gives lemons a sour taste the distinctive sour taste of lemon juice makes it a key ingredient in drinks and foods such as lemonade,fruits,citrus,not specified
f00211,common grape,vitis vinifera,common grape vine,vitis vinifera common grape vine is a species of vitis native to the mediterranean region central europe and southwestern asia from morocco and portugal north to southern germany and east to northern iran it is a liana growing to 35 yards tall with flaky bark the leaves are alternate palmately lobed 520 cm long and broad the fruit is a berry known as a grape in the wild species it is 6 mm diameter and ripens dark purple to blackish with a pale wax bloom in cultivated plants it is usually much larger up to 3 cm long and can be green red or purple black the species typically occurs in humid forests and streamsides the wild grape is often classified as v vinifera subsp sylvestris in some classifications considered vitis sylvestris with v vinifera subsp vinifera restricted to cultivated forms domesticated vines have hermaphrodite flowers but subsp sylvestris is dioecious and pollination is required for fruit to develop the grape is eaten fresh processed to make wine or dried to produce raisins cultivars of vitis vinifera form the basis of the majority of wines produced around the world all of the familiar wine varieties belong to vitis vinifera which is cultivated on every continent except for antarctica and in all the major wine regions of the world,fruits,berries,not specified
f00212,common buckwheat,fagopyrum esculentum,buckwheat,buckwheat fagopyrum esculentum is a plant cultivated for its grainlike seeds and also used as a cover crop despite the name buckwheat is not related to wheat as it is not a grass instead buckwheat is related to sorrel knotweed and rhubarb the cultivation of buckwheat grain declined sharply in the 20th century with the adoption of nitrogen fertilizer that increased the productivity of other staples a related species fagopyrum tataricum tartary buckwheat is also cultivated as a grain in the himalayas,cereals and cereal products,cereals,not specified
f00213,wild celery,apium graveolens,not specified,wild celery is a common name for several plants wild celery may refer to wild growing forms of celery apium graveolens angelica archangelica cultivated as a vegetable and medicinal plant lovage levisticum officinale sometimes known as wild celery vallisneria americana an aquatic plant in the hydrocharitaceae family,spices,spices,not specified
f00214,watermelon,citrullus lanatus,family cucurbitaceae,watermelon citrullus lanatus family cucurbitaceae is a vinelike scrambler and trailer flowering plant originally from southern africa its fruit which is also called watermelon is a special kind referred to by botanists as a pepo a berry which has a thick rind and fleshy center mesocarp and endocarp pepos are derived from an inferior ovary and are characteristic of the cucurbitaceae the watermelon fruit loosely considered a type of melon  although not in the genus cucumis  has a smooth exterior rind green yellow and sometimes white and a juicy sweet interior flesh usually deep red to pink but sometimes orange yellow and even green if not ripe,gourds,gourds,not specified
f00215,green onion,not specified,not specified,scallions also known as green onions spring onions chinese onions or salad onions are vegetables of various allium onion species scallions have a milder taste than most onions their close relatives include garlic shallot leekchiveand chinese onion,vegetables,onionfamily vegetables,not specified
f00216,hibiscus tea,hibiscus sabdariffa,not specified,hibiscus tea is the infusion made from the calyces sepals of the hibiscus sabdariffa flower an herbal tea drink consumed both hot and cold by people around the world it is also referred to as roselle another common name for the hibiscus flower flor de jamaica in latin america karkad in egypt and sudan chai kujarat in iraq bissap or wonjo in west africa sorrel in jamaica and trinidad and tobago red sorrel in the wider caribbean and other names in other regions hibiscus tea has a tart cranberrylike flavor and sugar is often added to sweeten the beverage the tea contains vitamin c and minerals and is used traditionally as a mild medicine hibiscus tea contains 1530 organic acids including citric acid maleic acid and tartaric acid it also contains acidic polysaccharides and flavonoid glycosides such as cyanidin and delphinidin that give it its characteristic deep red colour,teas,herbal teas,not specified
f00217,red tea,aspalathus linearis,not specified,rooibos tea is also known as red tea or red bush teait is made using leaves from a shrub called aspalathus linearis usually grown on the western coast of south africarooibos is a herbal tea and is not related to green or black tea,teas,teas,not specified
f00218,cashew nut,anacardium occidentale,roasted cashew cashew,the cashew or caju is a small tree native to brazil cashew nuts are the seeds of the cashew apple and are found in the grey bump at the end of the fruit the cashew apple itself is sweet soft and juicycashews are usually sold roasted and salted and eaten as a snack,nuts,nuts,not specified
f00219,asparagus,asparagus officinalis,not specified,asparagus officinalis is a spring vegetable a flowering perennial plant species in the genus asparagus it was once classified in the lily family like its allium cousins onions and garlic but the liliaceae have been split and the onionlike plants are now in the family amaryllidaceae and asparagus in the asparagaceae asparagus officinalis is native to most of europe northern africa and western asia and is widely cultivated as a vegetable crop,vegetables,shoot vegetables,not specified
f00220,chinese cabbage,brassica rapa,napa cabbage bok choi,chinese cabbage brassica rapa subspecies pekinensis and chinensis can refer to two distinct varieties of chinese leaf vegetables often used in chinese cuisine pekinensis napa cabbage and chinensis bok choi these vegetables are both variant cultivars or subspecies of the turnip and belong to the same genus as such western staples as cabbage broccoli and cauliflower both have many variations in name spelling and scientific classificationespecially the bok choy b rapa chinensis variety,vegetables,cabbages,not specified
f00221,pigeon pea,cajanus cajan,not specified,the pigeon pea cajanus cajan is a perennial legume from the family fabaceae since its domestication in india at least 3500 years ago its seeds have become a common food grain in asia africa and latin america it is consumed on a large scale mainly in south asia and is a major source of protein for the population of that subcontinent pigeon peas are both a food crop dried peas flour or green vegetable peas and a foragecover crop in combination with cereals pigeon peas make a wellbalanced human food the dried peas may be sprouted briefly then cooked for a flavor different from the green or dried peas sprouting also enhances the digestibility of dried pigeon peas via the reduction of indigestible sugars that would otherwise remain in the cooked dried peas pigeon peas contain high levels of protein and the important amino acids methionine lysine and tryptophan,pulses,peas,not specified
f00222,capers,capparis spinosa,not specified,capparis spinosa the caper bush also called flinders rose is a perennial winterdeciduous plant that bears rounded fleshy leaves and large white to pinkishwhite flowers the plant is best known for the edible flower buds capers often used as a seasoning and the fruit caper berry both of which are usually consumed pickled other species of capparis are also picked along with c spinosa for their buds or fruits other parts of capparis plants are used in the manufacture of medicines and cosmetics,spices,spices,the young buds leaves and flower buds of capparis spinosa are washed and soaked in vinegar they can be fried and used as condiments meat eggs etc or used as sour salad and salad with sauce sugar etc pickled chinese cabbage is commonly used in europe
f00223,endive,cichorium endivia,not specified,endive cichorium endivia is a leaf vegetable belonging to the daisy family endive can be cooked or used raw in salads endive is rich in many vitamins and minerals especially in folate and vitamins a and k and is high in fiber,vegetables,leaf vegetables,not specified
f00224,cucumber,cucumis sativus,not specified,cucumber cucumis sativus is a widely cultivated plant in the gourd family cucurbitaceae it is a creeping vine that bears cylindrical fruits that are used as culinary vegetables there are three main varieties of cucumber slicing pickling and burpless within these varieties several different cultivars have emerged the cucumber is originally from southern asia but now grows on most continents many different varieties are traded on the global market,gourds,gourds,not specified
f00225,quince,cydonia oblonga,wen po,the quince cydonia oblonga is the sole member of the genus cydonia in the family rosaceae which also contains apples and pears among other fruits it is a small deciduous tree that bears a pome fruit similar in appearance to a pear and bright goldenyellow when mature throughout history the cooked fruit has been used as food but the tree is also grown for its attractive pale pink blossom and other ornamental qualities,fruits,pomes,not specified
f00226,globe artichoke,cynara scolymus,cynara cardunculus var scolymus,the globe artichoke cynara cardunculus var scolymus is a cultivated variety of a species of thistle it is cultivated as a food the edible matter is buds that form within the flower heads before the flowers come into bloom the buds go away or change to a coarse barely edible form when the flower blooms the uncultivated or wild variety of the species is called a cardoon it is a perennial plant native to the mediterranean region,vegetables,shoot vegetables,not specified
f00227,cardamom,elettaria cardamomum,not specified,cardamom or cardamon refers to several plants of the similar genera elettaria and amomum in the ginger family zingiberaceae both genera are native to india nepal and bhutan they are recognised by their small seed pods triangular in crosssection and spindleshaped with a thin papery outer shell and small black seeds today guatemala is the biggest producer and exporter of cardamom in the world followed by india some other countries such as sri lanka have also begun to cultivate it elettaria pods are light green while amomum pods are larger and dark brown it is the worlds third most expensive spice by weight outstripped in market value only by saffron and vanilla,spices,spices,not specified
f00228,loquat,eriobotrya japonica,japanese medlar japanese plum chinese plum,the loquat eriobotrya japonica is a species of flowering plant in the family rosaceae native to southcentral china it is a large evergreen shrub or small tree grown commercially for its yellow fruit and also cultivated as an ornamental plant eriobotrya japonica was formerly thought to be closely related to the genus mespilus and is still sometimes known as the japanese medlar it is also known as japanese plum and chinese plum,fruits,tropical fruits,not specified
f00229,swamp cabbage,ipomoea aquatica,not specified,ipomoea aquatica is a semiaquatic tropical plant grown as a vegetable for its tender shoots and leaves it is found throughout the tropical and subtropical regions of the world although it is not known where it originated this plant is known in english as water spinach river spinach water morning glory water convolvulus or by the more ambiguous names chinese spinach chinese convolvulus swamp cabbage or kangkong in southeast asia occasionally it has also been mistakenly called kale in english although kale is a strain of mustard belonging to the species brassica oleracea and is completely unrelated to water spinach which is a species of morning glory,vegetables,leaf vegetables,according to the compendium of materia medica ipomoea aquatica can be used as medicine it has a sweet taste a mild nature and is nontoxic it can be used to treat difficult childbirth by pounding juice and drinking alcohol it can also detoxify hu mancao arsenic poisonous mushroom dog meat cassava venomous snake and insect bites nitrite and unknown swelling water spinach is fed with tender shoots and leaves with high nutritional value it is light refreshing smooth and does not compete with taste no matter what dish is cooked together it does not lose its original flavor
f00230,apple,malus pumila,paradise apple,the apple is the pomaceous fruit of the apple tree species malus domestica in the rose family it is one of the most widely cultivated tree fruits and the most widely known of the many members of genus malus that are used by humans,fruits,pomes,apples are nutritious fruits and are known as the king of fruits according to traditional western dietary beliefs one apple a day does not require a doctors attention many americans even consider apples as a musthave for weight loss and slimming down
f00231,nutmeg,myristica fragrans,mace,the nutmeg tree is any of several species of trees in genus myristica the most important commercial species is myristica fragrans an evergreen tree indigenous to the banda islands in the moluccas or spice islands of indonesia the nutmeg tree is important for two spices derived from the fruit nutmeg and mace,spices,spices,the mature fruit of nutmeg is peeled off and the false seed skin is peeled off after drying it becomes nutmeg and nutmeg coat which can be used as seasoning industrial oil raw materials etc
f00232,sweet basil,ocimum basilicum,thai basil sweet basil african blue,basil thai basil or sweet basil is a common name for the culinary herb ocimum basilicum of the family lamiaceae mints basil is originally native to india having been cultivated there for more than 5000 years but was thoroughly familiar to theophrastus and dioscorides,spices,spices,the stems leaves and flower spikes of basil contain aromatic oil which is mainly used as flavoring materials it can be used to make cosmetics soaps and edible essence and also used as a taste modifier in toothpaste and mouthwash the tender leaves are edible and can also be brewed into tea for drinking
f00233,sweet marjoram,origanum majorana,majorana hortensis moench majorana majorana,marjoram origanum majorana syn majorana hortensis moench majorana majorana l h karst is a somewhat coldsensitive perennial herb or undershrub with sweet pine and citrus flavors,spices,spices,marjoram is indigenous to cyprus and southern turkey and was known to the greeks and romans as a symbol of happiness marjoram is used for seasoning soups stews dressings and sauce
f00234,passion fruit,passiflora edulis,not specified,passiflora edulis is a vine species of passion flower that is native to brazil paraguay and northern argentina the passion fruit is round to oval either yellow or dark purple at maturity with a soft to firm juicy interior filled with numerous seeds the fruit is both eaten and juiced passion fruit juice is often added to other fruit juices to enhance the aroma,fruits,tropical fruits,not specified
f00235,date,phoenix dactylifera,date palm,phoenix dactylifera date or date palm  is a palm in the genus phoenix cultivated for its edible sweet fruit the fruit is known as a date dry or soft dates are eaten outofhand or may be pitted and stuffed with fillings such as almonds walnuts pecans candied orange and lemon peel tahini marzipan or cream cheese,fruits,other fruits,not specified
f00236,red raspberry,rubus idaeus,not specified,rubus idaeus raspberry also called red raspberry or occasionally as european raspberry to distinguish it from other raspberries is a redfruited species of rubus native to europe and northern asia and commonly cultivated in other temperate regions the fruit is red edible and sweet but tartflavoured produced in summer or early autumn in botanical terminology it is not a berry at all but an aggregate fruit of numerous drupelets around a central core,fruits,berries,not specified
f00237,peach,prunus persica,amygdalus persica,the peach prunus persica is a deciduous tree native to northwest china in the region between the tarim basin and the north slopes of the kunlun shan mountains where it was first domesticated and cultivated it bears an edible juicy fruit also called a peach the species name persica refers to its widespread cultivation in persia whence it was transplanted to europe it belongs to the genus prunus which includes the cherry and plum in the family rosaceae the peach is classified with the almond in the subgenus amygdalus distinguished from the other subgenera by the corrugated seed shell,fruits,drupes,the peaches here represent prunus persica flush
f00238,black plum,syzygium cumini,eugenia cumini,the black plum is oval and about 1 to 2 centimeters in length it is dark purple to black in color fleshy and oneseeded with a tart sweetastringent taste,fruits,berries,not specified
f00239,lantern fruit,physalis alkekengi,bladder cherry chinese lanternjapaneselanternstrawberry groundcherry winter cherry,physalis alkekengi bladder cherry chinese lanternjapaneselanternstrawberry groundcherryor winter cherry is a relative of p peruvianait is easily identifiable by the large bright orange to red papery covering over its fruit which resembles paper lanterns it grows naturally in the regions covering southern europe to south asia and northeast asia,fruits,berries,not specified
f00240,japanese pumpkin,cucurbita maxima,not specified,kabocha danhobak or fak thong is an asian variety of winter squash of the species cucurbita maxima the word kabocha has come to mean a general type of winter squash to many englishspeaking growers and buyers in some cultures it is revered as an aphrodisiac kabocha is commonly called japanese pumpkin especially in australia and new zealand it is also called kabocha squash in north america in japan the word kabocha may refer to either this squash or to the westernstyle pumpkin,gourds,gourds,not specified
f00241,calabash,lagenaria siceraria,bottle gourd,lagenaria siceraria synonym lagenaria vulgaris ser  bottle gourd opo squash or long melon is a vine grown for its fruit which can either be harvested young and used as a vegetable or harvested mature dried and used as a bottle utensil or pipe for this reason the calabash is widely known as the bottle gourd the fresh fruit has a light green smooth skin and a white flesh,gourds,gourds,not specified
f00242,coriander,coriandrum sativum,not specified,coriander coriandrum sativum also known as cilantro chinese parsley or dhania is an annual herb in the family apiaceae coriander is native to regions spanning from southern europe and north africa to southwestern asia,spices,spices,nowadays coriander is widely used worldwide especially in indian and thai cuisine and is one of the most commonly used and important herbs
f00243,coix chinensis,coix lacrymajobi var mayuen romanet du caillaud stapf,coix seed jobs tear,coix seed have a long history of cultivation in china and are one of the ancient medicinal and edible grains in china,cereals and cereal products,cereals,coix seed have high nutritional value containing protein fat multiple vitamins and trace elements and are known as the king of the worlds poaceae plants in japan jobs tears are also listed as a cancer prevention food
f00244,coconut,cocos nucifera,not specified,the coconut tree cocos nucifera is a member of the family arecaceae palm family it is the only accepted species in the genus cocos the term coconut can refer to the entire coconut palm the seed or the fruit which botanically is a drupe not a nut,fruits,tropical fruits,not specified
f00245,coconut oil,not specified,not specified,coconut oil or copra oil is an edible oil extracted from the kernel or meat of mature coconuts harvested from the coconut palm cocos nucifera it has various applications because of its high saturated fat content it is slow to oxidize and thus resistant to rancidification lasting up to six months at 24 c 75 f without spoiling,spices,oilseed crops,not specified
f00246,coconut milk,not specified,not specified,coconut milk is an opaque milkywhite liquid extracted from the grated pulp of mature coconutsthe opacity and rich taste of coconut milk is due to its high oil content most of which is saturated fat,milk and milk products,other milk products,not specified
f00247,tricholoma matsutake,tricholoma matsutake s ito  s imai singer,not specified,tricholoma matsutake s itos imai singer is a fungus belonging to the tricholoma family subentities are scattered or clustered,vegetables,mushrooms,tricholoma matsutake is a precious wild edible mushroom which is considered a treasure among mushrooms in asia with high nutritional value and special medicinal effects it has the effects of strengthening the body promoting digestion relieving pain regulating qi and resolving phlegm and expelling insects
f00248,water spinach,ipomoea aquatica,not specified,ipomoea aquatica is a semiaquatic tropical plant grown as a vegetable for its tender shoots and it is not known where it originated this plant is known in english as water spinach river spinach water morning glory water convolvulus or by the more ambiguous names chinese spinach chinese watercress chinese convolvulus swamp cabbage or kangkong in southeast asia,vegetables,leaf vegetables,according to the compendium of materia medica water spinach can be used as medicine it has a sweet taste a mild nature and is nontoxic it can be used to treat difficult childbirth by pounding juice and drinking alcohol it can also detoxify hu mancao arsenic poisonous mushroom dog meat cassava venomous snake and insect bites nitrite and unknown swelling water spinach is fed with tender shoots and leaves with high nutritional value it is light refreshing smooth and does not compete with taste no matter what dish is cooked together it does not lose its original flavor
f00249,chinese persimmon,diospyros kaki,kaki persimmon japanese persimmon,diospyros kaki better known as the japanese persimmon kaki persimmon kaki or asian persimmon in north america is the most widely cultivated species of the diospyros genus,fruits,tropical fruits,chinese persimmon is a traditional chinese medicinal material that combines medicine and food persimmons can clear heat and detoxify moisten the lungs and cough reduce swelling soften and firm invigorate the spleen and qi nourish the stomach and middle astringent the intestines and stop bleeding
f00250,chinese green onion,bulbus allii fistulosi,allium bulb wild scallion chinese green onion,bulbus allii fistulosi are often consumed as a common spice seasoning or vegetable bulbus allii fistulosi play an important role in cooking and are often consumed as a common spice seasoning or vegetable in east asian countries and various chinese speaking regions,vegetables,onionfamily vegetables,chinese green onion also a traditional chinese medicine name the bulb near the root of the lily family plant onion it has the effect of sweating relieving external heat and promoting the circulation of yang qi
f00251,kiwi,actinidia chinensis,not specified,the kiwifruit often shortened to kiwi in many parts of the world is the edible berry of a woody vine in the genus actinidia the most common cultivar group of kiwifruit hayward is oval about the size of a large hens egg,fruits,tropical fruits,not specified
f00252,rice wine,not specified,chinese rice wine mijiu,rice wine also known as wine brewing or sweet wine made from glutinous rice it is a traditional specialty liquor of the han ethnic group,beverages,fermented beverages,not specified
f00253,leaf of chinese holly,ilex kudingcha tseng,kuding tea,kuding tea a traditional chinese medicine name it is an evergreen tree of the ilex family genus ilex and genus kudingcha it is a traditional pure natural health drink in china,beverages,teas,leaf of chinese holly belongs to the list of traditional chinese medicines that can be used as health food published by the chinese health commission
f00254,mushroom,agaricus campestris,not specified,mushroom scientific name agaricus campestris is a fungus belonging to the family agaricus and genus agaricus also known as white mushrooms or foreign mushrooms it belongs to the subphylum agaricus of the order agaricules and is a widely cultivated highyield and high consumption edible mushroom variety in the world,vegetables,mushrooms,not specified
f00255,asian pear,pyrus pyrifolia,asian pear chinese pear korean pear japanese pear taiwan pear,pyrus pyrifolia is a pear tree species native to china japan and korea the trees edible fruit is known by many names including asian pear chinese pear korean pear japanese pear taiwan pear and sand pear along with cultivars of p  bretschneideri and p ussuriensis the fruit is also called the nashi pear,fruits,pomes,not specified
f00256,persian lime,citrus latifolia,tahiti lime bearss lime citrus x latifolia,persian lime citrus latifolia or shiraz limoo also known as tahiti lime or bearss lime named after john t bearss who developed this seedless variety about 1895 in his nursery at porterville california is a citrus fruit related to the standard lime,fruits,citrus,not specified
f00257,breadfruit,artocarpus altilis,not specified,breadfruit artocarpus altilis is a species of flowering tree in the mulberry family moraceae growing throughout southeast asia and most pacific ocean islands its name is derived from the texture of the cooked fruit which has a potatolike flavor similar to freshbaked bread,fruits,tropical fruits,not specified
f00258,european plum,prunus domestica,prunus  domestica,prunus domestica sometimes referred to as prunus  domestica is a species of flowering plant in the family rosaceae a deciduous tree it includes many varieties of the fruit trees known as plums in english though not all plums belong to this species,fruits,drupes,not specified
f00259,zucchini,cucurbita pepo linn,not specified,cucurbita pepo l is an annual vine herbaceous plant in the family cucurbitaceae and genus cucurbitaceae distributed all over the world zucchini contains a large amount of nutrients such as vitamin c and glucose which have the effects of relieving restlessness and thirst moistening the lungs and relieving cough clearing heat and diuresis and dispersing swelling and nodules fruit is used as a vegetable,gourds,gourds,not specified
f00260,beetroot,beta vulgaris,sugarbeet,beta vulgaris l is a biennial or perennial herbaceous plant in the family chenopodiaceae and genus beet the roots of beets contain a large amount of beet red which gives them a unique color the sugar content is high and it is rich in vitamin a and a large amount of potassium due to its unique color it is often used in ingredients or as a food coloring,vegetables,root vegetables,beet has a cool nature a sweet and bitter taste and functions to clear heat and detoxify promote blood stasis and stop bleeding
f00261,lichee,litchi chinensis,lychee,the lychee litchi chinensis is the sole member of the genus litchi in the soapberry family sapindaceae it is a tropical and subtropical fruit tree native to the guangdong and fujian provinces of china and now cultivated in many parts of the world,fruits,tropical fruits,pharmacological studies have shown that lychee seeds have effects such as lowering blood sugar lowering blood lipids antiviral and anti liver damage but lychees are mainly used as fruits
f00262,duck blood,not specified,ya xue,duck blood is the blood of domestic ducks animal blood has a high iron content and exists in the form of heme iron which is easily absorbed and utilized by the human body,animal foods,poultry,not specified
f00263,yellow rice wine,not specified,glutinous rice wine huang jiu,yellow rice wine is a fermented liquor made mainly from rice millet millet corn wheat water and other raw materials using enzymes yeast and other saccharification and fermentation agents,beverages,fermented beverages,not specified
f00264,black sesame,semen sesami nigrum,not specified,sesame is a flowering plant in the genus sesamum numerous wild relatives occur in africa and a smaller number in india it is widely naturalized in tropical regions around the world and is cultivated for its edible seeds which grow in pods,spices,oilseed crops,not specified
f00265,sorghum,sorghum vulgare,sorghum bicolor,sorghum is a genus of numerous species of grasses one of which is raised for grain and many of which are used as fodder plants either cultivated or as part of pasture the plants are cultivated in warmer climates worldwide species are native to tropical and subtropical regions of all continents in addition to the southwest pacific and australasia sorghum is in the subfamily panicoideae and the tribe of andropogoneae,cereals and cereal products,cereals,not specified
f00266,sugarcane,saccharum officinarum l,not specified,sugarcane is a temperate and tropical crop that is used as a raw material for producing sucrose and can be refined into ethanol as an energy substitute more than 100 countries around the world produce sugarcane with the largest sugarcane producing countries being brazil india and china sugarcane contains abundant sugar and water as well as various vitamins fats proteins organic acids calcium iron and other substances that are very beneficial to human metabolism,fruits,other fruits,not specified
f00267,semen sojae preparatum,glycine max,prepared soja prepared soybean,douchi chinese  pinyin duch or tochi also known as fermented black soybeans chinese fermented black beans chinese  pinyin hidu duch jyutping haak1dau2 dau6si6 salted black beans salty black beans or just black beans is a type of fermented and salted black soybean most popular in the cuisine of china where they are most widely used for making black bean sauce dishes,soy,soy products,not specified
f00268,kumquat,fortunella margarita,oval kumquat equivalent plant fortunella crassifolia  fortunella japonica,kumquat with licorice as seasoning can be made into cold fruit kumquat fruit is rich in vitamin c kumquin and other components to maintain cardiovascular function prevent vascular sclerosis hypertension and other diseases have a certain role,fruits,citrus,not specified
f00269,wasabi,wasabia japonica,not specified,wasabi is a plant of the brassicaceae family which includes cabbages horseradish and mustard  it is also called japanese horseradish although horseradish is a different plant which is generally used as a substitute for wasabi due to the scarcity of the wasabi plant  its stem is used as a condiment and has an extremely strong pungency more akin to hot mustard than the capsaicin in a chili pepper producing vapours that stimulate the nasal passages more than the tongue,spices,spices,not specified
f00270,purple mangosteen,garcinia mangostana,not specified,the purple mangosteen garcinia mangostana colloquially known simply as mangosteen is a tropical evergreen tree believed to have originated in the sunda islands and the moluccas of indonesia it grows mainly in southeast asia and also in tropical south american countries such as colombia in the state of kerala in india and in puerto rico where the tree has been introduced,fruits,tropical fruits,not specified
