fhdi_drug_id,drug_name,drug_dose,dosage_form,food_herb_id,food_herb_name,type,component,dose,time,effect,conclusion
d00831,fusidic acid,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00280,oxyphenbutazone,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00734,carbocisteine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00835,estrone sulfate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00152,fleroxacin,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00539,amineptine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food food reduces irritation
d00098,clofedanol,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00106,cyclandelate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00896,cyproterone acetate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take after a meal
d01365,debrisoquine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00818,flunarizine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00080,celiprolol,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01076,roxadustat,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00720,bepotastine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d01001,ingenol mebutate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00437,methsuximide,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d01063,palovarotene,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,positive,take with food
d00269,nylidrin,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00518,pizotifen,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00438,pentaerythritol tetranitrate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d01422,canakinumab,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00034,amisulpride,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00153,floctafenine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take after a meal food reduces gastric irritation
d01114,liraglutide,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00326,mepyramine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00054,betahistine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food this may reduce or prevent gastrointestinal upset
d00959,gadobutrol,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00261,nilvadipine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00465,calcium carbonate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food food increases the absorption of calcium carbonate which may be advantageous in its use as a calcium supplement
d00646,aceclofenac,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00296,phenylbutyric acid,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00367,tiopronin,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take on an empty stomach take tiopronin at least 1 hour before or 2 hours after eating food
d01130,spinosad,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00857,ioflupane i123,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00732,spaglumic acid,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01426,taliglucerase alfa,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00880,diosmin,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01428,dulaglutide,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00379,trimebutine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take before a meal
d00554,pinaverium,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00856,quinagolide,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with a light meal or snack food reduces gastric irritation
d00195,diiodohydroxyquinoline,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take after a meal
d00482,potassium citrate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d01430,iron sucrose,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00429,sodium citrate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01081,technetium tc99m disofenin,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take on an empty stomach this diagnostic agent should be administered to fasted patients ideally at least 4 hours postintake
d00215,loxoprofen,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00988,strontium ranelate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,positive,take on an empty stomach
d00882,ubidecarenone,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00003,activated charcoal,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00643,iodide i131,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take on an empty stomach avoid eating for 2 hours before and after administering iodide i131
d00197,ioxaglic acid,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take separate from meals individuals may need to avoid eating before some procedures where ioxaglic acid is used
d00487,zinc oxide,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01434,chymotrypsin,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d01288,technetium tc99m sulfur colloid,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00930,magnesium chloride,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00797,monopotassium phosphate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food take kphos tablets at bedtime and with meals
d01102,iodide i123,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take on an empty stomach avoid eating for 2 hours before and after administering iodide i123
d00800,urea c13,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take separate from meals
d00969,simethicone,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food recommendations vary from product to product  consult individual product monographs for additional information
d01083,urea c14,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take on an empty stomach
d01436,omega3acid ethyl esters,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d01438,pancrelipase amylase,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d01439,pancrelipase protease,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00488,hydrogen fluoride,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take separate from meals
d00480,calcium citrate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01440,vitamin d,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00796,potassium bicarbonate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00958,magnesium citrate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food taking magnesium supplements with food may reduce the risk of diarrhea
d00865,zeaxanthin,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00964,tetrofosmin,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food some studies have found that this improves imaging
d00657,magnesium glycinate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01444,alcloxa,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take after a meal
d00764,zinc gluconate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01325,levomefolic acid,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01448,etafedrine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00332,rebamipide,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00629,rilmenidine,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00051,benserazide,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00276,oxatomide,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00944,silicon,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d01454,pepsin,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,drink plenty of fluids take before a meal
d00611,ferrous sulfate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d01320,almasilate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take after a meal take with a full glass of water
d01456,naftazone,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01457,tilactase,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take before a meal take tilactase before eating food containing lactose
d00041,anethole trithione,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take before a meal
d01458,ferric cation,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,avoid milk and dairy products
d01460,silodrate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take separate from meals
d01461,centella asiatica,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d01463,magnesium ascorbate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d01464,zinc ascorbate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00471,zinc citrate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take on an empty stomach take at least 1 hour before or after eating and drinking excluding drinking plain water
d00473,zinc acetate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take on an empty stomach take at least 1 hour before or after eating and drinking excluding drinking plain water
d00453,ferrous gluconate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food this reduces gastric irritation
d01205,ferrous ascorbate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,negative,take on an empty stomach
d00968,ferrous fumarate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00968,ferrous fumarate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00484,lithium citrate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food lithium can cause hyponatremia include adequate salt in the diet
d00946,magnesium,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00610,ferric citrate,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00858,triazavirin,not specified,not specified,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00397,cortisone acetate,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,when large doses are given some authorities advise that corticosteroids be taken with meals and antacids taken between meals to help to prevent peptic ulcer
d00221,mecamylamine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,possible,take after a meal this slows mecamylamine absorption allowing for a gradual reduction in blood pressure take consistently at the same time in regard to meals
d00105,cromoglicic acid,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,possible,take before a meal take cromolyn sodium 30 minutes before meals
d00512,clodronic acid,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,negative,take on an empty stomach coadministration with food may decrease absorption
d00424,cloxacillin,not specified,oral solution,f00104,meal,food,not specified,not specified,not specified,negative,take on an empty stomach orally administered cloxacillin should be taken 12 hours prior to meals as the presence of food in the stomach and intestine reduces drug absorption
d01287,abaloparatide,not specified,injection,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00180,hydralazine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00614,trovafloxacin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food taking trovafloxacin with food may reduce the risk of dizziness
d00385,troglitazone,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,positive,rezulin should be taken with a meal to enhance systemic drug availability
d00081,cetirizine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00510,zalcitabine,15 mg,tablet,f00104,meal,food,not specified,not specified,not specified,negative,take on an empty stomach take at least 1 hour before or 2 hours after meals
d00496,stavudine,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,zerit may be taken with food or on an empty stomach
d00026,alosetron,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,negative,take with or without food
d00565,cefadroxil,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00580,fosinopril,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00406,penicillamine,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,negative,cuprimine be given on an empty stomach at least one hour before meals or two hours after meals and at least one hour apart from any other drug food or milk
d01324,acyclovir,not specified,capsuletabletsuspension,f00104,meal,food,not specified,not specified,not specified,no effect,zovirax capsules tablets and suspension may be administered with or without food
d00020,acetazolamide,not specified,extendedrelease capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00210,lomefloxacin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00842,nizatidine,not specified,oral solution,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00822,sulindac,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00139,etodolac,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,negative,take with food food reduces irritation
d01330,didanosine,not specified,oral solution,f00104,meal,food,not specified,not specified,not specified,negative,videx should be taken on an empty stomach at least 30 minutes before food or 2 hours after food
d00357,terazosin,not specified,capsule,f00104,meal,food,not specified,not specified,immediately after meal,no effect,take with or without food
d00434,medroxyprogesterone acetate,10 mg,tablet,f00104,meal,food,not specified,not specified,not specified,positive,take with food food increases the bioavailability of medroxyprogesterone acetate
d00161,flurazepam,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00187,ibuprofen,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with food food reduces irritation
d00298,pindolol,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00203,ketoprofen,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,negative,take with food food reduces irritation
d00203,ketoprofen,not specified,extendedrelease capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with food food reduces irritation
d00157,flumazenil,not specified,injection,f00104,meal,food,not specified,not specified,not specified,negative,take separate from meals
d00871,rosiglitazone,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,avandia may be taken with or without food
d00007,aminocaproic acid,not specified,tabletoral solution,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food food decreases absorption but not to a clinically significant extent
d00007,aminocaproic acid,not specified,tabletoral solution,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food food decreases absorption but not to a clinically significant extent
d00371,tolmetin,not specified,tabletcapsule,f00104,meal,food,not specified,not specified,immediately after a meal,no effect,take with or without food
d00137,ethotoin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,possible,take after a meal
d00169,gemfibrozil,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take before a meal take 30 minutes before meals
d00343,risedronate,30 mg,tablet,f00104,meal,food,not specified,not specified,30 min before meal,negative,at least 30 minutes before the first food or drink of the day do not lie down for 30 minutes
d00343,risedronate,30 mg,tablet,f00104,meal,food,not specified,not specified,60 min before meal,negative,at least 30 minutes before the first food or drink of the day do not lie down for 30 minutes
d00444,pseudoephedrine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00684,desloratadine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00206,labetalol,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,positive,take with or without food
d00334,risperidone,not specified,tabletoral solution,f00104,meal,food,not specified,not specified,not specified,no effect,risperdal can be given with or without meals
d00875,entacapone,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00876,paricalcitol,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,zemplar capsules may be taken without regard to food
d01467,prednisolone phosphate,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with food to avoid gastrointestinal gi irritation
d01217,warfarin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food the absorption is unaffected by food
d00083,chlorambucil,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,negative,take on an empty stomach coadministration with food decreases bioavailability
d00446,benzonatate,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00088,chlorpropamide,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,the total daily dosage is generally taken at a single time each morning with breakfast
d00018,acebutolol,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00055,betaxolol,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,positive,take with or without food
d00828,digoxin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,do not take with bran and high fiber foods separate administration of bran and high fiber foods from medication by at least 2 hours
d00558,acarbose,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,precose should be taken three times daily at the start with the first bite of each main meal reduce gastrointestinal side effects
d00575,cabergoline,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00575,cabergoline,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00869,eprosartan,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00299,pioglitazone,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00768,darifenacin,not specified,extendedrelease tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00938,ramipril,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food the absorption is unaffected by food
d01342,azilsartan medoxomil,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,edarbi may be administered with or without food
d00254,nalidixic acid,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,possible,take with or without food
d00561,captopril,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,negative,take separate from meals the presence of food decreases absorption take one hour prior to meals
d00588,zileuton,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00824,terbinafine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00759,miglitol,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with food take at the beginning of a meal
d01412,nelfinavir,1250 mg,tablet,f00104,meal,food,not specified,not specified,not specified,positive,viracept should be taken with a meal
d01412,nelfinavir,1250 mg,tablet,f00104,meal,food,not specified,not specified,not specified,positive,viracept should be taken with a meal
d01412,nelfinavir,1250 mg,tablet,f00104,meal,food,not specified,not specified,not specified,positive,viracept should be taken with a meal
d00584,finasteride,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00774,rosuvastatin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,crestor can be administered as a single dose at any time of day with or without food
d00768,darifenacin,not specified,extendedrelease tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food food decreases drug absorption but not to a clinically significant extent
d00708,solifenacin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,vesicare can be administered with or without food
d00251,demeclocycline,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,negative,take on an empty stomach
d00486,ethambutol,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00550,nadolol,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d01003,chlorhexidine,not specified,oral rinse,f00104,meal,food,not specified,not specified,not specified,no effect,to avoid taste interference rinse with peridex oral rinse after meals do not rinse with water or other mouthwashes immediately after rinsing with peridex oral rinse
d00843,dolasetron,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00862,tolcapone,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00652,frovatriptan,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00666,bosentan,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,tracleer should be administered in the morning and evening with or without food
d00965,cefpodoxime,200 mg,oral suspension,f00104,meal,food,not specified,not specified,not specified,no effect,vantin oral suspension may be given without regard to food
d00965,cefpodoxime,200 mg,tablet,f00104,meal,food,not specified,not specified,not specified,positive,vantin tablets should be administered orally with food to enhance absorption
d01211,minocycline,not specified,extendedrelease tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00612,colestipol,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00304,potassium chloride,not specified,extendedrelease tablet,f00104,meal,food,not specified,not specified,not specified,possible,take with food this reduces gastrointestinal irritation
d00786,ketoconazole,200 mg,tablet,f00104,meal,food,not specified,not specified,not specified,positive,take with food food decreases gastrointestinal irritation caused by ketoconazole
d00540,zidovudine,750 mg every 12 h,tabletcapsulesyrup,f00104,meal,food,not specified,not specified,not specified,positive,take with or without food
d00520,isosorbide mononitrate,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00684,desloratadine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,clarinex can be taken with or without food
d00513,selegiline,not specified,orally disintegrating tablet,f00104,meal,food,not specified,not specified,not specified,negative,since zelapar is placed on the tongue and absorbed through the oral mucosa the intake of food and liquid should be avoided 5 minutes before and after zelapar administration
d00826,prussian blue,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,possible,take radiogardase capsules with food to stimulate excretion of cesium or thallium
d00102,clonidine,not specified,extendedrelease tablet,f00104,meal,food,not specified,not specified,not specified,no effect,be taken orally with or without food
d00851,vandetanib,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,taken with or without food
d00302,pirenzepine,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with food
d00776,clindamycin,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00270,ofloxacin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00308,prazosin,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00138,etidronic acid,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,possible,take on an empty stomach
d01372,modafinil,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00837,telithromycin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,ketek tablets can be administered with or without food
d00460,galantamine,not specified,tabletoral solution,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00948,cefuroxime,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,positive,administer ceftin for oral suspension as described in the dosage guidelines table below with food
d00036,amlodipine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00667,perindopril,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d01174,edoxaban,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00952,tiotropium,not specified,inhalation spray,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00200,isoniazid,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,negative,isoniazid should not be administered with food
d00830,ethionamide,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00146,fenoprofen,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with meals or with milk
d01213,piroxicam,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with food food reduces irritation
d00287,pentoxifylline,not specified,extendedrelease tablet,f00104,meal,food,not specified,not specified,not specified,no effect,three times a day with meals
d00162,flurbiprofen,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00936,lisinopril,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00627,sertraline,not specified,tabletoral solution,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00272,ondansetron,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food the absorption is unaffected by food
d00950,trandolapril,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00590,tiagabine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,gabitril should be taken with food
d00198,irbesartan,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00255,naratriptan,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food the absorption is unaffected by food
d00640,dofetilide,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00706,moxifloxacin,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00868,cefprozil,not specified,tabletoral suspension,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food the absorption is unaffected by food
d00747,lacosamide,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00260,nilutamide,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d01297,lixisenatide,not specified,injection,f00104,meal,food,not specified,not specified,not specified,possible,take before a meal take lixisenatide within one hour before the first meal of the day
d00327,pyrimethamine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,possible,take with food
d00126,valproic acid,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00373,trazodone,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,desyrel should be taken shortly after a meal or light snack
d00160,fluoxetine,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00246,midodrine,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00895,acitretin,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,positive,take with food taking acitretin with the main meal of the day improves oral absorption
d00100,clomipramine,not specified,capsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with food food reduces irritation
d00078,carvedilol,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,negative,coreg should be taken with food to slow the rate of absorption and reduce the incidence of orthostatic effects
d00058,bicalutamide,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00910,topiramate,not specified,tabletcapsule,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00094,citalopram,40 mg,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00283,pantoprazole,not specified,delayedrelease tablet,f00104,meal,food,not specified,not specified,not specified,no effect,protonix delayedrelease tablets may be taken without regard to timing of meals
d00682,almotriptan,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00535,oxcarbazepine,not specified,filmcoated tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00535,oxcarbazepine,not specified,oral suspension,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00902,levetiracetam,not specified,tabletoral solution,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00671,tadalafil,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00639,nebivolol,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d01010,armodafinil,not specified,tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
d00387,venlafaxine,not specified,extendedrelease tablet,f00104,meal,food,not specified,not specified,not specified,no effect,take with or without food
